url,RMD,GTG,GTS,IJM,MTD,GT2
https://github.com/liferay/liferay-plugins/commit/7c7ecf4cffda166938efd0ae34830e2979c25c73,22.25,1096.75,3.75,15.00,23.50,16.50
https://github.com/liferay/liferay-plugins/commit/d99695841fa675ea9150602b1132f037093e867d,25.00,221.00,1.75,31.25,9.25,10.00
https://github.com/liferay/liferay-portal/commit/59fd9e696cec5f2ed44c27422bbc426b11647321,33.25,65.50,7.00,38.25,48.00,28.00
https://github.com/linkedin/rest.li/commit/bd0d3bf75d31a8b5db34b8b66dfb28e5e1f492de,70.00,1195.25,19.25,203.25,381.50,99.75
https://github.com/mockito/mockito/commit/2d036ecf1d7170b4ec7346579a1ef8904109530a,251.75,590.50,4.75,23.75,15.00,23.25
https://github.com/netty/netty/commit/303cb535239a6f07cbe24a033ef965e2f55758eb,69.75,16.50,16.00,34.50,428.25,49.75
https://github.com/netty/netty/commit/9d347ffb91f34933edb7b1124f6b70c3fc52e220,43.50,250.00,14.25,25.00,119.75,32.00
https://github.com/nutzam/nutz/commit/6599c748ef35d38085703cf3bd41b9b5b6af5f32,21.50,742.25,7.75,29.50,42.25,18.50
https://github.com/nutzam/nutz/commit/de7efe40dad0f4bb900c4fffa80ed377745532b3,166.00,1312.75,14.25,29.75,217.50,49.00
https://github.com/openhab/openhab1-addons/commit/cf1efb6d27a4037cdbe5a780afa6053859a60d4a,1420.50,1311.25,6.75,134.25,28.00,47.50
https://github.com/openhab/openhab1-addons/commit/f25fa3ae35e4a60a2b7f79a88f14d46ce6cebf55,555.25,692.50,4.75,12.25,17.00,25.00
https://github.com/opentripplanner/OpenTripPlanner/commit/334dbc7cf3432e7c17b0ed98801e61b0b591b408,17.25,38.00,5.75,10.00,45.25,50.75
https://github.com/orientechnologies/orientdb/commit/1089957b645bde069d3864563bbf1f7c7da8045c,95.25,21.25,20.25,32.25,511.50,118.25
